Country_Code,Country_Name,LP_Year,Learning_Poverty,F5_Internet_Usage,F1_GDP_per_capita,F8_Gender_Parity_Index,F7_Completion_Rate,F3_Pupil_Teacher_Ratio,F6_Net_Enrollment,F2_Gov_Edu_Exp,F4_Stunting_Rate,N1_Under5_Mortality,N2_Adolescent_Fertility,N3_Electricity_Access,N4_Physicians_per_1000,N5_Child_Marriage_Female,G1_Gov_Effectiveness,G2_Corruption_Control,G3_Rule_of_Law,G_AVG_Governance,GDP_Quartile,log_GDP,LP_Predicted_by_GDP,Residual,Deviance_Group
MDG,Madagascar,2019,95.24203491210938,18.24080086,1629.46097248642,1.01724004745483,58.3078522383415,39.81169,95.60378,3.04770386693564,39.8,63.6,129.802,39.4,0.172,38.8,-1.02277612686157,-1.00018215179443,-0.974946022033691,-0.9993014335632304,"Q1
(최저소득)",7.396004547384119,101.92442084974786,-6.682385937638486,Middle
MEX,Mexico,2019,47.63417816162109,81.18318755,21917.24858366,1.00940001010895,103.764976501465,26.55228,95.30064,4.05987977981567,12.5,13.4,60.099,99.7,2.588,20.7,-0.198361441493034,-1.02057874202728,-0.806393921375275,-0.6751113682985297,"Q2
(저소득)",9.995029212365123,37.72871472632309,9.905463435297996,Middle
MKD,North Macedonia,2021,33.02886962890625,88.5,23455.319400522,0.999520003795624,95.7642974853516,14.91335,94.8883,3.817441551594474,4.3,3.4,12.963,100.0,2.944,7.5,-0.0513173453509808,-0.34861546754837,-0.168044894933701,-0.1893259026110172,"Q2
(저소득)",10.062852588257647,36.05348264185696,-3.0246130129507094,Middle
MLT,Malta,2021,10.160184860229492,92.07266941,60418.3949311068,0.996710002422333,97.1002807617188,12.93931,99.53764,4.71258020401001,3.3,5.5,10.398,100.0,4.513,0.2199999999999999,0.397335052490234,0.10974658280611,0.702327609062195,0.4031364147861797,"Q4
(고소득)",11.009048889395926,12.682507944551276,-2.5223230843217834,Middle
MMR,Myanmar,2019,89.46794128417969,45.4477005,5364.13797034429,0.95550000667572,105.356811523438,24.3599,97.93192,1.99976003170013,26.7,38.1,33.506,76.8,0.757,16.0,-1.75280201435089,-1.21649932861328,-1.61694085597992,-1.52874739964803,"Q1
(최저소득)",8.58749096561147,72.494799428616,16.973141855563682,Negative
MNE,Montenegro,2021,15.811262130737305,88.5515976,27243.51720726,1.00494003295898,106.734153747559,14.044726,96.54847,4.679148006439211,7.2,2.5,9.375,100.0,2.783,5.8,0.247063115239143,-0.0793098732829094,-0.0421564690768719,0.0418655909597872,"Q3
(중소득)",10.212570871137531,32.35545275450647,-16.54419062376917,Positive
MYS,Malaysia,2019,42.025634765625,97.69272633,32857.6676600774,1.0134334564209,91.8132677411604,11.6556,99.64564,3.51481008529663,21.2,8.3,5.962,100.0,2.341,9.44,0.875369668006897,0.295621365308762,0.571915447711945,0.5809688270092014,"Q3
(중소득)",10.399940410985689,27.727439762309018,14.298195003315982,Middle
NER,Niger,2019,90.43682098388672,12.98079967,1689.56425367067,0.912519991397858,45.7957488996882,36.33661,65.12458,4.07412707618114,47.7,113.5,145.324,20.1,0.038,37.14,-0.640915930271149,-0.563843965530396,-0.70808869600296,-0.6376161972681683,"Q1
(최저소득)",7.4322259366064785,101.02975536648754,-10.592934382600816,Middle
NIC,Nicaragua,2019,78.90349578857422,60.30120087,7496.5292687685,0.993812501430511,81.7195205688477,32.303058,90.250992,2.86954998970032,24.08,13.8,93.452,88.3,0.682,32.36,-1.08494555950165,-1.38844013214111,-1.27818691730499,-1.2505242029825834,"Q1
(최저소득)",8.92219542825182,64.22762535698564,14.675870431588578,Negative
NLD,Netherlands,2021,4.4913740158081055,97.00680272,70198.9297909022,0.998040020465851,102.4086770753373,11.80592,98.64765,5.17918014526367,4.220000000000001,3.9,1.858,100.0,3.876,0.18,1.62553191184998,1.86710047721863,1.64250445365906,1.7117122809092231,"Q4
(고소득)",11.159088344753851,8.976545122091295,-4.48517110628319,Middle
NOR,Norway,2021,4.294078350067139,99.00000258,90085.4382059786,1.00313997268677,98.9264831542969,8.59418,99.88251,5.43234014511108,4.8,2.4,1.405,100.0,4.975,0.0,1.79993534088135,2.11352157592773,1.83398151397705,1.9158128102620433,"Q4
(고소득)",11.408513812399168,2.81575556268416,1.4783227873829787,Middle
NZL,New Zealand,2021,10.861350059509276,93.32610321,49508.2697230172,1.0025600194931,94.99041415578364,14.91552,99.11677,5.21326017379761,1.6200000000000003,4.9,10.879,100.0,3.611,1.3199999999999998,1.5299768447876,2.08409547805786,1.70570802688599,1.77326011657715,"Q4
(고소득)",10.809894999714418,17.60159345674066,-6.740243397231383,Middle
OMN,Oman,2021,40.61376190185547,95.25170135,37793.6164427762,0.996529996395111,86.5904581737646,9.67394,86.25355,4.38311004638672,11.4,10.4,5.986,100.0,1.992,6.460000000000001,0.274613231420517,0.215157955884933,0.612812101840973,0.3675277630488076,"Q3
(중소득)",10.53989549017109,24.270560243263617,16.343201658591852,Negative
PAK,Pakistan,2019,79.54325103759766,18.935,5418.7693189297,0.881079971790314,68.6482822316824,44.0773,67.5748,1.94658005237579,37.6,57.8,41.095,95.6,1.16,18.3,-0.577790379524231,-0.999357461929321,-0.859885513782501,-0.8123444517453509,"Q1
(최저소득)",8.597624005722903,72.24451412971325,7.298736907884404,Middle
PAN,Panama,2019,78.51261138916016,68.54851592,35872.9506479276,0.989219427108765,93.2789665970772,21.96162,86.23979,2.47225999832153,15.9,15.1,57.342,97.0,1.625,9.52,-0.209720730781555,-0.62809419631958,-0.3459812104702,-0.3945987125237783,"Q3
(중소득)",10.487738826633796,25.5588257568358,52.953785632324355,Negative
PER,Peru,2019,44.44244384765625,79.48484477,15327.5819994558,0.970359981060028,94.9881591796875,17.38724,95.65167,4.24538993835449,11.5,13.3,43.562,96.2,1.688,14.1,-0.491872787475586,-0.721040904521942,-0.538132667541504,-0.583682119846344,"Q2
(저소득)",9.637409229448389,46.56190035803954,-2.119456510383287,Middle
PHL,Philippines,2019,90.91326141357422,77.86699677,9898.53294588746,0.976957738399506,77.2485372465695,29.08352,93.7756,3.6236863467978,26.7,27.0,31.887,98.0,0.792,9.4,0.154091909527779,-0.537639975547791,-0.41814711689949,-0.267231727639834,"Q2
(저소득)",9.200141837857766,57.362370759929064,33.550890653645155,Negative
POL,Poland,2021,5.55067777633667,86.414744,43672.7668014946,0.96372002363205,94.6803894042969,10.18051,95.78475,4.31372976303101,1.0,4.3,6.191,100.0,4.031,5.619999999999999,0.421437799930573,0.565399944782257,0.458741247653961,0.4818596641222636,"Q3
(중소득)",10.684480001502509,20.69933411198008,-15.148656335643409,Positive
PRT,Portugal,2021,7.977720737457275,85.79012676,41768.2549192626,0.988300025463104,104.516647338867,12.35346,97.56411,4.55160999298096,3.2,3.2,6.985,100.0,5.851,5.62,0.987550020217896,0.696312069892883,1.06766510009766,0.9171757300694796,"Q3
(중소득)",10.639891878291037,21.80065727095041,-13.822936533493134,Positive
PRY,Paraguay,2019,77.74401092529297,78.09481878,15826.087501295,0.969376385211945,90.271367469734,22.177714,95.365024,3.393709897995,5.6,16.9,70.332,99.8,3.893,21.6,-0.462065368890762,-1.05772292613983,-0.582174599170685,-0.7006542980670923,"Q2
(저소득)",9.669414965112214,45.77136118824143,31.97264973705154,Negative
QAT,Qatar,2021,21.058874130249023,98.15229797,116563.992526162,1.02335000038147,93.1810913085938,12.1676,94.09431,3.23368000984192,6.2,6.0,5.693,100.0,3.022,0.1999999999999999,1.19741261005402,0.702209830284119,0.932885050773621,0.94416916370392,"Q4
(고소득)",11.666195693252284,-3.5489667577555792,24.607840888004603,Negative
RUS,Russian Federation,2021,3.764247417449951,92.24496346,39887.33984375,0.990400016307831,100.024342021158,21.25883,95.09612,4.16454853394225,6.4,5.3,12.974,100.0,5.111,6.2,-0.712461888790131,-1.10467827320099,-1.18764269351959,-1.001594285170237,"Q3
(중소득)",10.59381425537944,22.9387709561164,-19.17452353866645,Positive
SAU,Saudi Arabia,2021,32.40557861328125,100.0,64481.8441927288,1.01462996006012,119.840624867605,13.81495,94.5456,4.48087978363037,10.8,6.2,11.114,100.0,3.406,0.2199999999999999,0.796441078186035,0.536042988300323,0.414570838212967,0.582351634899775,"Q4
(고소득)",11.074138977775368,11.074787848064602,21.330790765216648,Negative
SEN,Senegal,2019,68.56822967529297,59.18740082,4304.76148720232,1.16403996944427,61.5314165000969,36.31817,75.3821,6.16277045366329,17.5,38.2,60.242,74.2,0.109,30.5,0.0696751922369003,0.0578322261571884,-0.273632854223251,-0.0487084786097207,"Q1
(최저소득)",8.367477011657378,77.92912689822194,-9.360897222928969,Middle
SGP,Singapore,2021,3.3700108528137207,94.28518987,129555.245509242,0.999549984931946,96.8465629805147,14.69428,99.66959,2.1037700176239,4.8,2.6,2.16,100.0,2.834,0.1,2.31747198104858,2.04018402099609,1.75317537784576,2.03694379329681,"Q4
(고소득)",11.771862675400127,-6.158932959427489,9.52894381224121,Middle
SLV,El Salvador,2019,69.07362365722656,62.61989975,11424.6459176917,0.9859875321388236,80.8345580048987,26.89473,80.99537,3.18734002113342,10.0,10.4,54.23,98.3,1.616,19.7,0.0504390224814415,-0.561315059661865,-0.369357317686081,-0.2934111182888348,"Q2
(저소득)",9.343528223395206,53.82073824212881,15.25288541509775,Negative
SRB,Serbia,2021,8.846851348876953,85.35746686,25735.2402009063,1.00295996665955,96.0487213134766,14.2927,94.55098,3.40377998352051,5.4,5.4,13.669,100.0,3.099,5.5,0.0076343188993632,-0.447204262018204,-0.0745044872164726,-0.1713581434451044,"Q2
(저소득)",10.155616545670897,33.762220142818535,-24.91536879394158,Positive
SVK,Slovak Republic,2021,22.12482261657715,87.2131343,39518.2209359245,0.996540009975433,100.707176208496,15.53919,83.09318,4.65688991546631,6.4,6.2,24.59,100.0,3.697,6.459999999999999,0.229512304067612,0.292565286159515,0.603365182876587,0.3751475910345713,"Q3
(중소득)",10.584517134044988,23.16840912655084,-1.043586509973693,Middle
SVN,Slovenia,2021,7.218116283416748,90.37794678,47977.4268117652,0.998000025749207,97.4238586425781,13.80157,98.26288,5.28065013885498,1.62,2.3,3.496,100.0,3.367,4.24,1.03929400444031,0.776647090911865,1.03880786895752,0.9515829881032316,"Q3
(중소득)",10.778485904521283,18.377395653537405,-11.159279370120657,Middle
SWE,Sweden,2021,5.272164821624756,95.70327461,62662.7652797761,1.0529899597168,99.6335906982422,12.23325,99.18177,7.31909990310669,4.0200000000000005,2.4,1.792,100.0,4.408,0.2199999999999999,1.60138332843781,2.0282461643219,1.60402345657349,1.7445509831110666,"Q4
(고소득)",11.045522695032195,11.781607795592492,-6.509442973967737,Middle
TCD,Chad,2019,94.4105453491211,12.03590012,2433.09879153397,0.80009001493454,41.849262823527,56.88788,73.15289,3.20149725837724,31.9,100.6,134.738,12.0,0.085,60.6,-1.4791487455368,-1.48240697383881,-1.35423922538757,-1.43859831492106,"Q1
(최저소득)",7.796920946782009,92.02181711435904,2.3887282347620555,Middle
TGO,Togo,2019,81.65792083740234,37.57020187,2842.23076240747,0.964990019798279,87.3158245775118,40.14504,90.73097,4.14281885166484,23.8,58.1,77.05,59.2,0.08,24.8,-0.578052043914795,-0.619174957275391,-0.527499735355377,-0.5749089121818544,"Q1
(최저소득)",7.952344502548442,88.18286743255118,-6.524946595148833,Middle
TTO,Trinidad and Tobago,2016,20.64458274841309,81.9681015,31196.603554718,0.9927006959915164,91.5974807739258,14.578098,93.41301,3.23358011245727,10.16,19.3,35.994,98.7,4.157,4.2,-0.0436432547867298,-0.374148547649384,-0.283585637807846,-0.2337924800813199,"Q3
(중소득)",10.348064507446143,29.008770525876912,-8.364187777463822,Middle
TUR,Turkiye,2021,18.50908851623535,85.96074155,35069.1701714685,0.985870003700256,90.6154174804688,16.97782,87.90006,3.09571003913879,6.0,13.8,12.055,100.0,2.236,14.7,-0.247911587357521,-0.50248908996582,-0.511972904205322,-0.4207911938428876,"Q3
(중소득)",10.465077680791783,26.118554288271127,-7.609465772035776,Middle
URY,Uruguay,2019,43.61836624145508,90.92590332,31059.2537072459,0.9896399974823,101.1690082913,11.0193,99.3775,4.76461982727051,6.9,7.4,26.188,100.0,4.674,9.44,0.850249707698822,1.57394731044769,0.717662572860718,1.0472865303357433,"Q3
(중소득)",10.343652068958956,29.117757411699017,14.500608829756061,Negative
USA,United States,2021,9.691570281982422,93.52559662,74158.7164155605,0.995100021362305,95.743522644043,14.19857,94.62633,5.42038011550903,3.8,6.5,13.145,100.0,3.681,0.18,1.21720099449158,1.12343263626099,1.3276778459549,1.2227704922358231,"Q4
(고소득)",11.213962891777655,7.621148098792219,2.070422183190203,Middle
UZB,Uzbekistan,2021,32.36526107788086,89.01361047,10007.685502618,0.979889988899231,96.0921933647617,21.50664,94.59704,5.47287597270024,6.5,13.7,34.081,100.0,2.805,3.4,-0.283767521381378,-0.807529330253601,-0.832810997962952,-0.6413692831993103,"Q2
(저소득)",9.211108627054463,57.091491923773845,-24.726230845892985,Positive
VNM,Viet Nam,2019,18.12091636657715,78.08,13545.9346616752,1.01944005489349,100.779516746248,20.27696,91.488794,2.88738689372749,18.2,17.8,34.277,99.8,1.107,14.6,0.126466900110245,-0.415814280509949,-0.0854718759655952,-0.1249397521217663,"Q2
(저소득)",9.513841756322732,49.61400728802391,-31.493090921446765,Positive
XKX,Kosovo,2021,37.9216194152832,89.4430319734879,14240.2030320365,0.9872390866279588,98.250455081038,21.858697999999997,93.241866,3.67021549848941,18.1,9.1,7.834,96.36,1.2852,14.16,-0.1072542369365692,-0.5111470520496367,-0.3297529429197311,-0.3160514106353123,"Q2
(저소득)",9.563824442732056,48.37943883962649,-10.457819424343285,Middle
ZAF,South Africa,2021,82.01705169677734,78.33670044,13695.3755694076,0.959590017795563,95.3327484577974,30.3322,87.01258,6.12347984313965,21.3,34.8,51.56,87.7,0.794,3.6,-0.256946682929993,-0.284670442342758,0.0862350836396217,-0.1517940138777097,"Q2
(저소득)",9.524813505155223,49.34300594925219,32.674045747525156,Negative
ZMB,Zambia,2019,98.50421142578124,16.45070076,3673.4841969922,1.02419996261597,65.08485606460422,42.05996,83.16745,4.07374933049157,34.6,49.1,115.907,51.1,0.324,29.0,-0.658970057964325,-0.477706879377365,-0.529127418994904,-0.5552681187788647,"Q1
(최저소득)",8.208895863157027,81.8460688738065,16.658142551974734,Negative
